N°,Site,Longitude,Latitude,Altitude,Ic,Classe_Ic
1009,Tumbwe,27.39303376,-11.47354009,1347.191,1.77,Dur
1010,Tumbwe,27.39302797,-11.47355341,1347.624,45.19,Dur
1011,Tumbwe,27.39300854,-11.47357336,1347.764,-0.79,Liquide
1012,Tumbwe,27.39297681,-11.47358832,1347.445,1.38,Dur
1013,Tumbwe,27.39296165,-11.47360819,1347.231,3.22,Dur
1014,Tumbwe,27.39295002,-11.47361842,1347.203,1.35,Dur
1015,Tumbwe,27.39292564,-11.47364175,1347.408,1.66,Dur
1016,Tumbwe,27.39291588,-11.4736543,1347.025,1.03,Dur
1017,Tumbwe,27.39291062,-11.47368856,1346.74,2.03,Dur
1018,Tumbwe,27.39288545,-11.473716,1346.53,0.77,Mi-dur
1019,Tumbwe,27.39287124,-11.47373484,1347.244,1.05,Dur
1020,Tumbwe,27.39285251,-11.47375494,1346.525,0.67,Terne
1021,Tumbwe,27.39282481,-11.47376919,1346.709,1.03,Dur
1022,Tumbwe,27.39279185,-11.47377376,1346.297,27.39,Dur
1023,Tumbwe,27.39276067,-11.47378907,1346.27,1.54,Dur
1024,Tumbwe,27.39273856,-11.47380332,1346.111,1.08,Dur
1025,Tumbwe,27.392706,-11.47382345,1346.116,1.36,Dur
1026,Tumbwe,27.39269299,-11.47383831,1346.332,1.19,Dur
1027,Tumbwe,27.3926753,-11.47385481,1346.376,1.47,Dur
1028,Tumbwe,27.39266737,-11.47387202,1345.911,1.96,Dur
1029,Tumbwe,27.39264743,-11.47390213,1345.781,0.72,Terne
1030,Tumbwe,27.39263352,-11.47392044,1345.901,0.65,Terne
1031,Tumbwe,27.39262451,-11.47393421,1346.009,1.03,Dur
1032,Tumbwe,27.39260554,-11.47395145,1345.583,0.56,Terne
1033,Tumbwe,27.39258875,-11.47397286,1345.524,1.12,Dur
1034,Tumbwe,27.39256557,-11.47398618,1345.391,3.86,Dur
1035,Tumbwe,27.39254763,-11.4739965,1345.429,1.19,Dur
1036,Tumbwe,27.39251565,-11.47401602,1345.292,0.76,Mi-dur
1037,Tumbwe,27.39249993,-11.47402963,1345.251,1.19,Dur
1038,Tumbwe,27.39248994,-11.47405028,1345.401,1.78,Dur
1039,Tumbwe,27.39247465,-11.47408002,1345.36,1.77,Dur
1040,Tumbwe,27.39246626,-11.47409326,1345.691,45.19,Dur
1041,Tumbwe,27.39245149,-11.47412814,1345.072,-0.79,Liquide
1042,Tumbwe,27.39244458,-11.47415708,1345.257,1.38,Dur
1043,Tumbwe,27.39243838,-11.47419567,1344.498,3.22,Dur
1044,Tumbwe,27.39244276,-11.47422478,1344.777,1.35,Dur
1045,Tumbwe,27.39243995,-11.47425713,1344.287,1.66,Dur
1046,Tumbwe,27.39242368,-11.47427552,1344.482,1.03,Dur
1047,Tumbwe,27.39239592,-11.47430119,1344.042,2.03,Dur
1048,Tumbwe,27.39237302,-11.47431866,1344.394,0.77,Mi-dur
1049,Tumbwe,27.3923454,-11.47434355,1343.837,1.05,Dur
1050,Tumbwe,27.39233076,-11.47437054,1343.772,0.67,Terne
1051,Tumbwe,27.39231938,-11.47440339,1343.89,1.03,Dur
1052,Tumbwe,27.3922995,-11.47443512,1343.504,27.39,Dur
1053,Tumbwe,27.3922817,-11.47445133,1343.371,1.54,Dur
1054,Tumbwe,27.39225108,-11.47447874,1343.21,1.08,Dur
1055,Tumbwe,27.39222885,-11.47451207,1343.121,1.36,Dur
1056,Tumbwe,27.39221589,-11.47454209,1343.082,1.19,Dur
1057,Tumbwe,27.39221041,-11.47457267,1343.078,1.47,Dur
1058,Tumbwe,27.39220399,-11.47460274,1342.905,1.96,Dur
1059,Tumbwe,27.39218574,-11.47463738,1342.636,0.72,Terne
1060,Tumbwe,27.39216558,-11.47465685,1342.486,0.65,Terne
1061,Tumbwe,27.39214372,-11.47467879,1342.404,1.03,Dur
1062,Tumbwe,27.39212041,-11.47470002,1342.436,0.56,Terne
1063,Tumbwe,27.39208879,-11.47473303,1341.907,1.12,Dur
1064,Tumbwe,27.39205716,-11.47476578,1341.87,3.86,Dur
1065,Tumbwe,27.39204002,-11.47478512,1341.761,1.19,Dur
1066,Tumbwe,27.39202105,-11.47480755,1341.989,0.76,Mi-dur
1067,Tumbwe,27.39199269,-11.47483874,1341.489,1.19,Dur
1068,Tumbwe,27.39196261,-11.4748709,1341.307,1.78,Dur
1069,Tumbwe,27.39193358,-11.47489952,1341.313,1.77,Dur
1070,Tumbwe,27.39191655,-11.47491983,1341.014,45.19,Dur
1071,Tumbwe,27.39190121,-11.47493961,1341.174,-0.79,Liquide
1072,Tumbwe,27.39188187,-11.47496842,1340.733,1.38,Dur
1073,Tumbwe,27.39186521,-11.47498582,1340.739,3.22,Dur
1074,Tumbwe,27.391845,-11.47500299,1340.843,1.35,Dur
1075,Tumbwe,27.39180389,-11.47502492,1340.498,1.66,Dur
1076,Tumbwe,27.39178374,-11.47503371,1340.408,1.03,Dur
1077,Tumbwe,27.39174303,-11.47504165,1340.077,2.03,Dur
1078,Tumbwe,27.39171558,-11.47504251,1340.317,0.77,Mi-dur
1079,Tumbwe,27.39168963,-11.47504265,1340.401,1.05,Dur
1080,Tumbwe,27.39164885,-11.47504078,1339.909,0.67,Terne
1081,Tumbwe,27.39162273,-11.47503893,1340.124,1.03,Dur
1082,Tumbwe,27.39159413,-11.4750427,1340.199,27.39,Dur
1083,Tumbwe,27.3915575,-11.4750469,1339.54,1.54,Dur
1084,Tumbwe,27.39153232,-11.47505252,1339.695,1.08,Dur
1085,Tumbwe,27.39150365,-11.47505736,1339.808,1.36,Dur
1086,Tumbwe,27.3914664,-11.47506564,1339.315,1.19,Dur
1087,Tumbwe,27.39144112,-11.47507306,1339.264,1.47,Dur
1088,Tumbwe,27.39141445,-11.47507984,1339.613,1.96,Dur
1089,Tumbwe,27.39137814,-11.47509098,1339.226,0.72,Terne
1090,Tumbwe,27.39133677,-11.47511029,1339.351,0.65,Terne
1091,Tumbwe,27.3913174,-11.47509604,1339.133,1.03,Dur
1092,Tumbwe,27.39129792,-11.4750657,1338.957,0.56,Terne
1093,Tumbwe,27.39128581,-11.47504416,1339.106,1.12,Dur
1094,Tumbwe,27.39126227,-11.47501319,1339.052,3.86,Dur
1095,Tumbwe,27.39123386,-11.47498303,1338.899,1.19,Dur
1096,Tumbwe,27.39121169,-11.47496869,1339.157,0.76,Mi-dur
1097,Tumbwe,27.39118128,-11.47494951,1339.105,1.19,Dur
1098,Tumbwe,27.39116418,-11.47493279,1338.995,1.78,Dur
1099,Tumbwe,27.39114825,-11.47491368,1338.987,1.77,Dur
1100,Tumbwe,27.39113065,-11.47489859,1339.089,45.19,Dur
1101,Tumbwe,27.39110343,-11.47487268,1339.17,-0.79,Liquide
1102,Tumbwe,27.39108619,-11.47485681,1339.456,1.38,Dur
1103,Tumbwe,27.39106287,-11.47483228,1338.904,3.22,Dur
1104,Tumbwe,27.39104383,-11.47481697,1339.267,1.35,Dur
1105,Tumbwe,27.39101853,-11.47479774,1338.998,1.66,Dur
1106,Tumbwe,27.39100379,-11.4747905,1339.497,1.03,Dur
1107,Tumbwe,27.39098038,-11.47478801,1339.241,2.03,Dur
1108,Tumbwe,27.39095186,-11.47476971,1339.086,0.77,Mi-dur
1109,Tumbwe,27.39095721,-11.47475163,1339.047,1.05,Dur
1110,Tumbwe,27.39097533,-11.47473292,1339.331,0.67,Terne
1111,Tumbwe,27.39099386,-11.47470976,1339.61,1.03,Dur
1112,Tumbwe,27.39101252,-11.47468989,1339.829,27.39,Dur
1113,Tumbwe,27.39104437,-11.47466778,1339.64,1.54,Dur
1114,Tumbwe,27.39106793,-11.47465197,1339.734,1.08,Dur
1115,Tumbwe,27.39108788,-11.47463368,1340.143,1.36,Dur
1116,Tumbwe,27.39110392,-11.47461236,1340.19,1.19,Dur
1117,Tumbwe,27.39113047,-11.47458817,1340.159,1.47,Dur
1118,Tumbwe,27.39114783,-11.474571,1340.225,1.96,Dur
1119,Tumbwe,27.39117194,-11.47455447,1340.514,0.72,Terne
1120,Tumbwe,27.39120612,-11.47454418,1340.17,0.65,Terne
1121,Tumbwe,27.39122785,-11.47452708,1340.435,1.03,Dur
1122,Tumbwe,27.39124355,-11.47450556,1340.576,0.56,Terne
1123,Tumbwe,27.39127059,-11.47447241,1340.465,1.12,Dur
1124,Tumbwe,27.39128585,-11.47444937,1340.667,3.86,Dur
1125,Tumbwe,27.39130201,-11.47442423,1341.057,1.19,Dur
1126,Tumbwe,27.39131746,-11.47440252,1341.159,0.76,Mi-dur
1127,Tumbwe,27.39134058,-11.47436762,1340.811,1.19,Dur
1128,Tumbwe,27.39135294,-11.47434244,1341.014,1.78,Dur
1129,Tumbwe,27.39136306,-11.47431732,1341.164,1.77,Dur
1130,Tumbwe,27.39137887,-11.4742938,1341.396,45.19,Dur
1131,Tumbwe,27.39139674,-11.47427119,1341.581,-0.79,Liquide
1132,Tumbwe,27.39142096,-11.47423818,1341.194,1.38,Dur
1133,Tumbwe,27.39143345,-11.47421067,1341.721,3.22,Dur
1134,Tumbwe,27.39144709,-11.47417422,1341.552,1.35,Dur
1135,Tumbwe,27.39146017,-11.47414763,1341.825,1.66,Dur
1136,Tumbwe,27.39148352,-11.47413021,1341.876,1.03,Dur
1137,Tumbwe,27.39149863,-11.47410892,1342.166,2.03,Dur
1138,Tumbwe,27.39151324,-11.47409059,1342.397,0.77,Mi-dur
1139,Tumbwe,27.39153924,-11.47406115,1342.162,1.05,Dur
1140,Tumbwe,27.39155855,-11.47404142,1342.202,0.67,Terne
1141,Tumbwe,27.39157625,-11.47401737,1342.588,1.03,Dur
1142,Tumbwe,27.39159452,-11.47399811,1342.951,27.39,Dur
1143,Tumbwe,27.39161576,-11.47396953,1342.465,1.54,Dur
1144,Tumbwe,27.39163491,-11.47395047,1342.496,1.08,Dur
1145,Tumbwe,27.39165034,-11.47392653,1342.634,1.36,Dur
1146,Tumbwe,27.3916673,-11.47390343,1342.828,1.19,Dur
1147,Tumbwe,27.39168683,-11.47388038,1343.26,1.47,Dur
1148,Tumbwe,27.39169993,-11.47385727,1343.39,1.96,Dur
1149,Tumbwe,27.39171547,-11.47381905,1343.152,0.72,Terne
1150,Tumbwe,27.39172759,-11.47379541,1343.526,0.65,Terne
1151,Tumbwe,27.39173949,-11.47377105,1343.658,1.03,Dur
1152,Tumbwe,27.39175258,-11.47374618,1343.686,0.56,Terne
1153,Tumbwe,27.39176786,-11.47371517,1343.554,1.12,Dur
1154,Tumbwe,27.39178308,-11.47369282,1343.894,3.86,Dur
1155,Tumbwe,27.39180434,-11.47367517,1344.201,1.19,Dur
1156,Tumbwe,27.39183374,-11.47366034,1344.405,0.76,Mi-dur
1157,Tumbwe,27.39185026,-11.47363653,1344.807,1.19,Dur
1158,Tumbwe,27.39186488,-11.47361536,1344.73,1.78,Dur
1159,Tumbwe,27.39188599,-11.47358221,1344.366,1.77,Dur
1160,Tumbwe,27.39189729,-11.47355792,1344.588,45.19,Dur
1161,Tumbwe,27.3919078,-11.4735316,1344.954,-0.79,Liquide
1162,Tumbwe,27.39192222,-11.47349676,1344.734,1.38,Dur
1163,Tumbwe,27.39193477,-11.47347115,1344.986,3.22,Dur
1164,Tumbwe,27.39195079,-11.47345163,1345.138,1.35,Dur
1165,Tumbwe,27.39198165,-11.4734341,1344.908,1.66,Dur
1166,Tumbwe,27.39200119,-11.47341972,1345.072,1.03,Dur
1167,Tumbwe,27.39202547,-11.47339099,1345.022,2.03,Dur
1168,Tumbwe,27.39204731,-11.47335997,1345.453,0.77,Mi-dur
1169,Tumbwe,27.39205911,-11.47334942,1345.148,1.05,Dur
1170,Tumbwe,27.39207161,-11.47333018,1345.653,0.67,Terne
1171,Tumbwe,27.3920941,-11.47329531,1345.486,1.03,Dur
1172,Tumbwe,27.39210164,-11.47327066,1345.653,27.39,Dur
1173,Tumbwe,27.39212196,-11.47323733,1345.678,1.54,Dur
1174,Tumbwe,27.3921396,-11.47322114,1345.835,1.08,Dur
1175,Tumbwe,27.39215456,-11.47320306,1346.199,1.36,Dur
1176,Tumbwe,27.39217686,-11.47317282,1345.881,1.19,Dur
1177,Tumbwe,27.39219045,-11.47315106,1346.293,1.47,Dur
1178,Tumbwe,27.39220356,-11.47312975,1346.537,1.96,Dur
1179,Tumbwe,27.39222357,-11.47309292,1346.303,0.72,Terne
1180,Tumbwe,27.39222688,-11.47307969,1346.104,0.65,Terne
1181,Tumbwe,27.39224653,-11.4730443,1346.268,1.03,Dur
1182,Tumbwe,27.39225978,-11.47302666,1346.462,0.56,Terne
1183,Tumbwe,27.39227873,-11.47301256,1346.632,1.12,Dur
1184,Tumbwe,27.39230106,-11.47297809,1346.47,3.86,Dur
1185,Tumbwe,27.39231459,-11.47295859,1346.558,1.19,Dur
1186,Tumbwe,27.39233012,-11.47294191,1346.798,0.76,Mi-dur
1187,Tumbwe,27.39236024,-11.47292969,1346.685,1.19,Dur
1188,Tumbwe,27.39238234,-11.47292656,1347.009,1.78,Dur
1189,Tumbwe,27.39241318,-11.4729124,1346.817,1.77,Dur
1190,Tumbwe,27.39243915,-11.47289378,1346.972,45.19,Dur
1191,Tumbwe,27.39246639,-11.47288103,1347.092,-0.79,Liquide
1192,Tumbwe,27.39248023,-11.47287017,1346.868,1.38,Dur
1193,Tumbwe,27.39250299,-11.47284856,1347.085,3.22,Dur
1194,Tumbwe,27.39253028,-11.47283227,1347.039,1.35,Dur
1195,Tumbwe,27.39256185,-11.47281963,1347.19,1.66,Dur
1196,Tumbwe,27.39258318,-11.47280457,1347.542,1.03,Dur
1197,Tumbwe,27.39261162,-11.47278354,1347.349,2.03,Dur
1198,Tumbwe,27.39263306,-11.4727434,1347.448,0.77,Mi-dur
1199,Tumbwe,27.39264689,-11.47270714,1347.342,1.05,Dur
1200,Tumbwe,27.39265849,-11.47268736,1347.596,0.67,Terne
1201,Tumbwe,27.39267864,-11.47265852,1347.732,1.03,Dur
1202,Tumbwe,27.39269083,-11.4726332,1347.485,27.39,Dur
1203,Tumbwe,27.39270895,-11.47260605,1347.626,1.54,Dur
1204,Tumbwe,27.39272079,-11.47258332,1347.852,1.08,Dur
1205,Tumbwe,27.39270859,-11.47256824,1347.581,1.36,Dur
1206,Tumbwe,27.39267344,-11.47254769,1347.53,1.19,Dur
1207,Tumbwe,27.39265073,-11.47253486,1347.702,1.47,Dur
1208,Tumbwe,27.3926164,-11.47251604,1347.6,1.96,Dur
1209,Tumbwe,27.39259401,-11.47250242,1347.756,0.72,Terne
1210,Tumbwe,27.39255686,-11.47248628,1347.448,0.65,Terne
1211,Tumbwe,27.3925331,-11.47247634,1347.414,1.03,Dur
1212,Tumbwe,27.39250883,-11.47246257,1347.85,0.56,Terne
1213,Tumbwe,27.39247596,-11.47244069,1347.384,1.12,Dur
1214,Tumbwe,27.39245664,-11.47242359,1347.39,3.86,Dur
1215,Tumbwe,27.39243752,-11.47240379,1347.745,1.19,Dur
1216,Tumbwe,27.3924,-11.47239211,1347.347,0.76,Mi-dur
1217,Tumbwe,27.3923733,-11.47238506,1347.582,1.19,Dur
1218,Tumbwe,27.39234924,-11.47237322,1347.576,1.78,Dur
1219,Tumbwe,27.39232543,-11.47236048,1347.594,1.77,Dur
1220,Tumbwe,27.3922913,-11.47234364,1347.243,45.19,Dur
1221,Tumbwe,27.39227321,-11.47233023,1347.302,-0.79,Liquide
1222,Tumbwe,27.39226732,-11.47233191,1347.355,1.38,Dur
1223,Tumbwe,27.39227031,-11.47236678,1347.424,3.22,Dur
1224,Tumbwe,27.39224717,-11.47240223,1347.264,1.35,Dur
1225,Tumbwe,27.39221938,-11.4724356,1347.141,1.66,Dur
1226,Tumbwe,27.39219043,-11.47246502,1346.981,1.03,Dur
1227,Tumbwe,27.39215418,-11.47247953,1347.029,2.03,Dur
1228,Tumbwe,27.39212093,-11.47250487,1346.943,0.77,Mi-dur
1229,Tumbwe,27.39208949,-11.4725294,1346.947,1.05,Dur
1230,Tumbwe,27.39206193,-11.47257437,1346.627,0.67,Terne
1231,Tumbwe,27.39204729,-11.4726117,1346.686,1.03,Dur
1232,Tumbwe,27.39202782,-11.47263883,1346.165,27.39,Dur
1233,Tumbwe,27.39199529,-11.47267379,1346.516,1.54,Dur
1234,Tumbwe,27.39196997,-11.47271786,1346.19,1.08,Dur
1235,Tumbwe,27.39195616,-11.47276912,1346.054,1.36,Dur
1236,Tumbwe,27.39194077,-11.47281807,1345.933,1.19,Dur
1237,Tumbwe,27.39189771,-11.47289704,1346.117,1.47,Dur
1238,Tumbwe,27.39187001,-11.47294231,1345.599,1.96,Dur
1239,Tumbwe,27.39184002,-11.47298803,1345.845,0.72,Terne
1240,Tumbwe,27.39182088,-11.47303687,1345.312,0.65,Terne
1241,Tumbwe,27.3917977,-11.47308436,1344.984,1.03,Dur
1242,Tumbwe,27.39177053,-11.47313184,1344.986,0.56,Terne
1243,Tumbwe,27.39174828,-11.47317833,1344.628,1.12,Dur
1244,Tumbwe,27.39172306,-11.47322624,1344.639,3.86,Dur
1245,Tumbwe,27.39169447,-11.47326997,1344.302,1.19,Dur
1246,Tumbwe,27.3916665,-11.47331641,1344.472,0.76,Mi-dur
1247,Tumbwe,27.39163128,-11.47336935,1343.923,1.19,Dur
1248,Tumbwe,27.39160577,-11.47341512,1343.685,1.78,Dur
1249,Tumbwe,27.39157894,-11.47346197,1343.87,1.77,Dur
1250,Tumbwe,27.39156261,-11.47349387,1343.462,45.19,Dur
1251,Tumbwe,27.39153944,-11.47353898,1343.628,-0.79,Liquide
1252,Tumbwe,27.39151857,-11.47360486,1343.057,1.38,Dur
1253,Tumbwe,27.39149926,-11.47365471,1342.938,3.22,Dur
1254,Tumbwe,27.39147332,-11.47370036,1342.944,1.35,Dur
1255,Tumbwe,27.39144861,-11.47373409,1343.073,1.66,Dur
1256,Tumbwe,27.39141698,-11.47378605,1342.667,1.03,Dur
1257,Tumbwe,27.39139044,-11.47381675,1342.474,2.03,Dur
1258,Tumbwe,27.39135838,-11.47385723,1342.055,0.77,Mi-dur
1259,Tumbwe,27.39133351,-11.47390808,1342.019,1.05,Dur
1260,Tumbwe,27.39131995,-11.47395292,1341.99,0.67,Terne
1261,Tumbwe,27.39129671,-11.47399191,1341.912,1.03,Dur
1262,Tumbwe,27.39136595,-11.47406711,1341.698,27.39,Dur
1263,Tumbwe,27.39140103,-11.47410624,1342.057,1.54,Dur
1264,Tumbwe,27.39141825,-11.47415017,1341.767,1.08,Dur
1265,Tumbwe,27.39140574,-11.47419029,1341.745,1.36,Dur
1266,Tumbwe,27.39137569,-11.47423396,1341.414,1.19,Dur
1267,Tumbwe,27.39134816,-11.47426242,1341.469,1.47,Dur
1268,Tumbwe,27.3913111,-11.47429892,1341.129,1.96,Dur
1269,Tumbwe,27.39127244,-11.47433118,1341.057,0.72,Terne
1270,Tumbwe,27.39123047,-11.47436122,1340.757,0.65,Terne
1271,Tumbwe,27.39119762,-11.47438318,1340.603,1.03,Dur
1272,Tumbwe,27.39116308,-11.47440889,1340.645,0.56,Terne
1273,Tumbwe,27.39115666,-11.47441452,1340.69,1.12,Dur
1274,Tumbwe,27.39113284,-11.47444345,1340.73,3.86,Dur
1275,Tumbwe,27.39110609,-11.47448046,1340.293,1.19,Dur
1276,Tumbwe,27.39106628,-11.47451417,1340.532,0.76,Mi-dur
1277,Tumbwe,27.39102588,-11.47454066,1340.297,1.19,Dur
1278,Tumbwe,27.39098711,-11.47456781,1339.734,1.78,Dur
1279,Tumbwe,27.39095567,-11.47459389,1339.721,1.77,Dur
1280,Tumbwe,27.39091962,-11.47462909,1339.479,45.19,Dur
1281,Tumbwe,27.39089334,-11.47464558,1339.329,-0.79,Liquide
1282,Tumbwe,27.39086973,-11.47467424,1339.517,1.38,Dur
1283,Tumbwe,27.39084753,-11.47470345,1339.292,3.22,Dur
1284,Tumbwe,27.39082166,-11.4747438,1339.266,1.35,Dur
1285,Tumbwe,27.39080949,-11.47474622,1339.158,1.66,Dur
1286,Tumbwe,27.39078454,-11.47472571,1339.31,1.03,Dur
1287,Tumbwe,27.39075437,-11.4747068,1339.143,2.03,Dur
1288,Tumbwe,27.39072993,-11.47467958,1339.371,0.77,Mi-dur
1289,Tumbwe,27.39070994,-11.47464856,1339.25,1.05,Dur
1290,Tumbwe,27.39068523,-11.47461901,1339.387,0.67,Terne
1291,Tumbwe,27.39065666,-11.4745942,1339.513,1.03,Dur
1292,Tumbwe,27.39062818,-11.47456915,1339.388,27.39,Dur
1293,Tumbwe,27.39059948,-11.4745445,1338.959,1.54,Dur
1294,Tumbwe,27.39056935,-11.47452045,1338.999,1.08,Dur
1295,Tumbwe,27.39053904,-11.47449859,1338.999,1.36,Dur
1296,Tumbwe,27.3905104,-11.47447603,1338.887,1.19,Dur
1297,Tumbwe,27.39048098,-11.4744537,1339.023,1.47,Dur
1298,Tumbwe,27.39045282,-11.47443173,1339.063,1.96,Dur
1299,Tumbwe,27.39043345,-11.47441279,1339.295,0.72,Terne
1300,Tumbwe,27.39045174,-11.47438537,1338.736,0.65,Terne
1301,Tumbwe,27.39047544,-11.47436199,1339.206,1.03,Dur
1302,Tumbwe,27.39050202,-11.47432863,1339.179,0.56,Terne
1303,Tumbwe,27.39052446,-11.47429847,1339.162,1.12,Dur
1304,Tumbwe,27.39054518,-11.47426675,1339.326,3.86,Dur
1305,Tumbwe,27.39056636,-11.47423433,1339.389,1.19,Dur
1306,Tumbwe,27.39058693,-11.47420278,1339.424,0.76,Mi-dur
1307,Tumbwe,27.3906089,-11.47417197,1339.534,1.19,Dur
1308,Tumbwe,27.39063352,-11.47414171,1339.736,1.78,Dur
1309,Tumbwe,27.39064995,-11.47412138,1340.03,1.77,Dur
1310,Tumbwe,27.39067905,-11.47408674,1340.067,45.19,Dur
1311,Tumbwe,27.39069792,-11.47408787,1340.004,-0.79,Liquide
1312,Tumbwe,27.39070745,-11.47406783,1340.197,1.38,Dur
1313,Tumbwe,27.39070699,-11.47403538,1340.274,3.22,Dur
1314,Tumbwe,27.39071805,-11.47401474,1340.58,1.35,Dur
1315,Tumbwe,27.39073929,-11.4739853,1340.666,1.66,Dur
1316,Tumbwe,27.39076131,-11.47395858,1340.647,1.03,Dur
1317,Tumbwe,27.39078398,-11.47392996,1340.687,2.03,Dur
1318,Tumbwe,27.39080015,-11.47390835,1340.927,0.77,Mi-dur
1319,Tumbwe,27.39083055,-11.47387349,1340.857,1.05,Dur
1320,Tumbwe,27.39085382,-11.47384495,1340.962,0.67,Terne
1321,Tumbwe,27.39087891,-11.47382101,1340.944,1.03,Dur
1322,Tumbwe,27.39089798,-11.47379041,1341.137,27.39,Dur
1323,Tumbwe,27.39091718,-11.4737612,1341.189,1.54,Dur
1324,Tumbwe,27.3909361,-11.473734,1341.479,1.08,Dur
1325,Tumbwe,27.39095608,-11.47371019,1341.91,1.36,Dur
1326,Tumbwe,27.39098714,-11.47368996,1341.617,1.19,Dur
1327,Tumbwe,27.39096642,-11.4736664,1341.611,1.47,Dur
1328,Tumbwe,27.39095388,-11.47365415,1341.616,1.96,Dur
1329,Tumbwe,27.3909446,-11.47364081,1341.642,0.72,Terne
1330,Tumbwe,27.3909212,-11.4736156,1341.654,0.65,Terne
1331,Tumbwe,27.39090567,-11.47359634,1341.644,1.03,Dur
1332,Tumbwe,27.39088884,-11.47357088,1341.585,0.56,Terne
1333,Tumbwe,27.39087289,-11.47355403,1341.671,1.12,Dur
1334,Tumbwe,27.39084803,-11.47352613,1341.515,3.86,Dur
1335,Tumbwe,27.39082296,-11.47349718,1341.496,1.19,Dur
1336,Tumbwe,27.39079287,-11.47347626,1341.647,0.76,Mi-dur
1337,Tumbwe,27.39076519,-11.47344903,1341.63,1.19,Dur
1338,Tumbwe,27.3907447,-11.4734281,1341.282,1.78,Dur
1339,Tumbwe,27.39070931,-11.47339637,1341.606,1.77,Dur
1340,Tumbwe,27.39068174,-11.47337127,1341.565,45.19,Dur
1341,Tumbwe,27.39063914,-11.47333909,1341.232,-0.79,Liquide
1342,Tumbwe,27.39061135,-11.47331736,1341.22,1.38,Dur
1343,Tumbwe,27.3905866,-11.47327637,1341.299,3.22,Dur
1344,Tumbwe,27.39058411,-11.47327059,1341.371,1.35,Dur
1345,Tumbwe,27.39058541,-11.47325652,1341.233,1.66,Dur
1346,Tumbwe,27.3905994,-11.47322327,1341.252,1.03,Dur
1347,Tumbwe,27.3906223,-11.47319385,1341.414,2.03,Dur
1348,Tumbwe,27.39065165,-11.47317016,1341.525,0.77,Mi-dur
1349,Tumbwe,27.39068349,-11.47314296,1341.907,1.05,Dur
1350,Tumbwe,27.39072105,-11.47311269,1342.05,0.67,Terne
1351,Tumbwe,27.3907604,-11.47309855,1342.29,1.03,Dur
1352,Tumbwe,27.39081151,-11.47308328,1342.222,27.39,Dur
1353,Tumbwe,27.3908492,-11.47307548,1342.373,1.54,Dur
1354,Tumbwe,27.39088475,-11.4730597,1342.595,1.08,Dur
1355,Tumbwe,27.3909282,-11.47301989,1342.658,1.36,Dur
1356,Tumbwe,27.39096675,-11.47301758,1342.902,1.19,Dur
1357,Tumbwe,27.39100865,-11.47301244,1343.163,1.47,Dur
1358,Tumbwe,27.39105453,-11.47299947,1343.157,1.96,Dur
1359,Tumbwe,27.39109014,-11.47298741,1343.401,0.72,Terne
1360,Tumbwe,27.39113165,-11.47296255,1343.286,0.65,Terne
1361,Tumbwe,27.39116378,-11.47294172,1343.571,1.03,Dur
1362,Tumbwe,27.39120279,-11.47291855,1343.746,0.56,Terne
1363,Tumbwe,27.39123935,-11.4728932,1343.844,1.12,Dur
1364,Tumbwe,27.3912824,-11.47286135,1344.101,3.86,Dur
1365,Tumbwe,27.39131406,-11.47283562,1344.456,1.19,Dur
1366,Tumbwe,27.39134992,-11.47279765,1344.383,0.76,Mi-dur
1367,Tumbwe,27.39138639,-11.47276161,1344.578,1.19,Dur
1368,Tumbwe,27.39140765,-11.47272988,1344.652,1.78,Dur
1369,Tumbwe,27.39142477,-11.47269779,1344.757,1.77,Dur
1370,Tumbwe,27.39143297,-11.47265859,1344.85,45.19,Dur
1371,Tumbwe,27.39144472,-11.4726207,1345.045,-0.79,Liquide
1372,Tumbwe,27.39146047,-11.47258498,1345.138,1.38,Dur
1373,Tumbwe,27.39147434,-11.47254784,1345.359,3.22,Dur
1374,Tumbwe,27.39148915,-11.47250876,1345.44,1.35,Dur
1375,Tumbwe,27.39150645,-11.47246972,1345.561,1.66,Dur
1376,Tumbwe,27.39152022,-11.47244366,1345.846,1.03,Dur
1377,Tumbwe,27.39153345,-11.47239377,1345.678,2.03,Dur
1378,Tumbwe,27.39153506,-11.47235666,1345.871,0.77,Mi-dur
1379,Tumbwe,27.39153723,-11.47231902,1345.984,1.05,Dur
1380,Tumbwe,27.3915376,-11.4722801,1345.963,0.67,Terne
1381,Tumbwe,27.39154579,-11.47222789,1346.084,1.03,Dur
1382,Tumbwe,27.39155573,-11.47219357,1346.205,27.39,Dur
1383,Tumbwe,27.39156777,-11.47215759,1346.24,1.54,Dur
1384,Tumbwe,27.39157677,-11.47212078,1346.338,1.08,Dur
1385,Tumbwe,27.39157582,-11.47207227,1346.351,1.36,Dur
1386,Tumbwe,27.39158789,-11.47202935,1346.558,1.19,Dur
1387,Tumbwe,27.39161228,-11.47200219,1346.517,1.47,Dur
1388,Tumbwe,27.3916493,-11.47196375,1346.757,1.96,Dur
1389,Tumbwe,27.39168093,-11.47194785,1346.86,0.72,Terne
1390,Tumbwe,27.39171532,-11.47193211,1346.99,0.65,Terne
1391,Tumbwe,27.39176369,-11.47190899,1346.768,1.03,Dur
1392,Tumbwe,27.39181305,-11.47188989,1347.315,0.56,Terne
1393,Tumbwe,27.39185049,-11.47188042,1347.315,1.12,Dur
